date;World;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;Antigua_and_Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bonaire_Sint_Eustatius_and_Saba;Bosnia_and_Herzegovina;Botswana;Brazil;British_Virgin_Islands;Brunei;Bulgaria;Burkina_Faso;Burundi;Cambodia;Cameroon;Canada;Cape_Verde;Cayman_Islands;Central_African_Republic;Chad;Chile;China;Colombia;Comoros;Congo;Costa_Rica;Cote_d_Ivoire;Croatia;Cuba;Curacao;Cyprus;Czech_Republic;Democratic_Republic_of_Congo;Denmark;Djibouti;Dominica;Dominican_Republic;Ecuador;Egypt;El_Salvador;Equatorial_Guinea;Eritrea;Estonia;Ethiopia;Faeroe_Islands;Falkland_Islands;Fiji;Finland;France;French_Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guam;Guatemala;Guernsey;Guinea;Guinea_Bissau;Guyana;Haiti;Honduras;Hungary;Iceland;India;Indonesia;International;Iran;Iraq;Ireland;Isle_of_Man;Israel;Italy;Jamaica;Japan;Jersey;Jordan;Kazakhstan;Kenya;Kosovo;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macedonia;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall_Islands;Mauritania;Mauritius;Mexico;Moldova;Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nepal;Netherlands;New_Caledonia;New_Zealand;Nicaragua;Niger;Nigeria;Northern_Mariana_Islands;Norway;Oman;Pakistan;Palestine;Panama;Papua_New_Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto_Rico;Qatar;Romania;Russia;Rwanda;Saint_Kitts_and_Nevis;Saint_Lucia;Saint_Vincent_and_the_Grenadines;San_Marino;Sao_Tome_and_Principe;Saudi_Arabia;Senegal;Serbia;Seychelles;Sierra_Leone;Singapore;Sint_Maarten_Dutch_part;Slovakia;Slovenia;Solomon_Islands;Somalia;South_Africa;South_Korea;South_Sudan;Spain;Sri_Lanka;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Tanzania;Thailand;Timor;Togo;Trinidad_and_Tobago;Tunisia;Turkey;Turks_and_Caicos_Islands;Uganda;Ukraine;United_Arab_Emirates;United_Kingdom;United_States;United_States_Virgin_Islands;Uruguay;Uzbekistan;Vanuatu;Vatican;Venezuela;Vietnam;Wallis_and_Futuna;Western_Sahara;Yemen;Zambia;Zimbabwe
11.04.2020;77390;13;14;230;23;2;0;2;65;12;0;41;251;7;8;2;22;4;19;3304;2;1;4;0;20;0;33;0;964;0;1;22;23;0;0;9;516;0;0;0;0;60;44;74;0;5;1;3;18;13;0;5;110;16;195;1;0;106;256;111;6;0;0;23;2;0;0;0;41;11202;0;0;0;3;2219;3;0;62;0;0;3;2;6;0;0;5;2;23;74;5;220;219;0;1854;30;265;1;85;9715;3;45;3;7;10;6;6;1;5;0;2;13;0;4;1;1;12;39;29;0;0;44;0;7;2;0;1;7;221;27;1;0;1;0;84;0;3;0;0;1965;0;4;0;10;6;0;76;3;62;1;60;0;3;158;149;165;359;37;6;233;90;0;0;0;0;13;0;44;2;65;0;0;4;9;2;36;0;1;22;64;0;10985;7;1;1;0;1056;608;2;3;0;3;30;0;2;6;19;914;1;0;64;14;9641;17070;1;7;3;0;0;8;0;0;0;0;2;2
12.04.2020;79856;15;13;246;24;2;0;2;70;12;0;43;269;7;8;2;25;4;23;3447;2;1;4;0;24;0;32;0;1010;0;0;21;18;0;0;9;593;0;0;0;0;67;39;94;0;5;1;4;16;13;0;5;118;14;195;2;0;107;267;116;6;0;0;23;3;0;0;0;40;11518;0;0;0;3;2284;3;0;61;0;0;4;2;6;0;0;5;2;23;86;6;248;225;0;1840;30;284;1;89;9447;3;46;3;6;10;6;6;1;5;0;3;12;0;5;1;1;16;44;30;0;0;46;0;9;3;0;1;7;257;28;1;0;1;0;88;0;3;0;0;2004;0;3;0;10;9;0;78;3;75;1;62;0;3;165;179;190;370;39;5;253;101;0;0;0;0;13;0;48;2;64;0;0;5;9;2;41;0;1;23;62;0;10663;6;1;1;0;1115;596;2;4;0;2;32;0;2;6;22;993;1;0;65;18;10192;18417;1;7;3;0;0;8;0;0;0;0;2;2
13.04.2020;81939;14;13;262;23;0;0;2;75;11;0;45;264;7;8;2;29;4;26;3563;2;1;4;0;24;0;32;0;1087;0;0;21;18;0;0;10;656;0;0;0;0;73;39;99;0;5;1;4;17;15;0;5;122;12;201;2;0;134;275;123;6;0;0;22;3;0;0;0;45;11787;0;0;0;3;2344;3;0;60;0;0;4;4;6;0;0;5;3;22;94;6;279;259;0;1834;34;288;2;88;9120;3;48;2;6;9;7;6;1;5;0;5;10;0;5;1;1;17;45;28;0;0;42;0;9;3;0;1;6;276;30;1;0;2;0;92;0;4;0;0;1966;0;4;0;11;9;2;81;4;80;1;63;0;3;175;226;210;385;39;6;266;122;0;0;0;0;11;0;51;2;67;0;0;5;9;2;42;0;2;23;59;0;10444;6;1;1;0;1154;601;1;1;0;2;33;0;2;5;23;1067;1;0;74;19;10637;19599;1;7;3;0;0;8;0;0;0;0;2;2
14.04.2020;83341;17;11;278;21;0;0;2;74;13;0;42;260;8;8;3;34;4;29;3670;2;1;4;0;22;0;30;1;1169;0;0;24;16;0;0;10;691;0;0;0;0;74;36;98;0;5;1;5;19;17;0;5;119;12;208;2;0;135;293;124;6;0;0;25;3;0;0;0;46;11943;0;0;0;3;2386;3;0;56;0;0;4;4;6;0;0;5;3;19;106;6;307;277;0;1828;32;311;2;99;8874;3;53;2;2;13;8;7;2;5;0;5;9;0;6;1;1;17;45;31;0;0;40;0;10;3;0;1;6;304;34;1;0;2;0;93;0;4;0;0;1959;0;8;0;10;8;2;88;4;78;1;68;0;4;169;227;214;395;39;6;274;138;0;0;0;0;11;0;57;2;69;0;0;6;9;2;44;0;2;24;59;0;10149;6;2;1;0;1198;563;0;1;0;2;31;0;2;5;26;1128;1;0;82;20;10987;20479;1;7;2;0;0;6;0;0;0;0;2;2
15.04.2020;86301;19;9;281;19;0;0;2;81;14;0;41;256;8;8;3;41;5;33;3723;2;1;5;0;21;0;27;1;1331;0;0;27;18;1;0;11;807;0;0;0;0;80;36;111;0;3;1;5;25;15;0;4;130;13;209;2;0;132;276;137;5;0;0;27;3;0;0;0;47;12206;0;0;0;3;2522;3;0;52;0;0;2;4;7;0;0;4;3;21;114;6;342;323;0;1785;28;335;2;103;8639;4;63;2;2;13;8;7;3;5;0;5;9;0;6;1;1;17;44;35;0;0;39;0;12;3;0;1;6;377;36;1;0;3;0;90;0;3;0;0;1906;0;8;0;11;9;2;99;3;81;1;65;0;5;200;247;230;407;37;5;275;153;0;0;0;0;10;0;63;2;71;0;0;7;9;2;43;0;2;22;62;0;10087;5;3;1;0;1260;527;0;1;0;2;33;0;2;5;25;1189;1;0;85;22;11660;21978;1;7;2;0;0;6;0;0;0;0;2;2
16.04.2020;91755;21;10;278;19;0;0;2;78;14;1;42;247;8;7;3;44;5;36;3770;2;1;5;0;21;0;27;0;1495;0;0;26;18;1;0;11;901;0;0;0;0;78;30;114;0;3;2;5;28;18;0;3;127;11;205;2;0;132;268;137;4;0;0;30;3;0;0;0;55;13135;0;0;0;3;2697;3;0;52;0;0;2;4;7;1;0;2;3;21;121;6;364;312;0;1741;29;359;2;109;8490;2;79;4;2;14;9;8;3;4;0;5;9;0;6;1;1;21;40;35;0;2;38;0;12;3;0;1;4;412;41;1;0;3;0;88;0;3;0;0;1961;0;8;0;9;10;1;98;3;93;1;71;0;5;207;253;243;412;40;5;287;174;0;0;0;0;10;0;63;1;76;0;0;6;8;6;46;0;5;29;60;0;9840;5;3;1;0;1301;595;0;1;0;3;34;0;1;3;25;1241;1;0;88;25;11868;25847;1;7;2;0;0;6;0;0;0;0;2;2
17.04.2020;95218;25;10;285;18;0;0;2;81;12;1;40;252;10;8;3;54;5;36;3797;2;1;5;0;22;0;24;0;1625;0;0;28;16;1;0;14;1055;0;0;0;0;87;1310;125;0;2;2;5;28;21;0;3;125;12;198;2;0;136;283;144;4;0;0;25;3;0;0;0;56;13417;0;0;0;3;2851;3;0;52;0;0;2;6;9;1;0;2;3;26;130;4;381;326;0;1709;26;388;3;108;8255;2;85;8;2;14;8;10;3;4;0;5;5;0;6;0;1;23;39;35;0;2;34;0;10;3;0;0;2;436;48;1;0;2;0;86;0;3;0;0;1976;0;10;0;10;11;1;94;3;104;1;72;0;5;219;255;257;420;44;4;293;202;0;0;0;0;8;0;62;1;72;0;0;5;7;8;45;0;5;43;56;0;9475;4;3;1;0;1304;584;0;1;0;3;32;0;3;2;24;1287;1;0;94;27;12247;27231;1;5;2;0;0;6;0;0;0;0;1;2
18.04.2020;96908;26;9;259;19;0;0;2;85;13;2;37;263;10;6;3;69;5;39;3766;2;1;5;0;21;0;26;0;1782;0;0;27;19;1;0;13;1122;0;0;0;0;94;1306;128;0;3;2;5;28;25;0;3;120;12;197;2;0;132;276;153;4;0;0;26;3;0;0;0;62;12174;0;0;0;3;2952;3;0;46;0;0;1;6;7;3;0;2;3;31;140;4;412;339;0;1798;27;410;3;112;8066;2;85;9;2;14;7;11;5;4;0;4;5;0;7;0;1;24;41;37;0;2;33;0;10;3;0;0;2;486;48;1;0;2;0;91;0;4;0;0;1972;0;10;0;13;15;1;92;5;112;1;75;0;5;239;251;261;411;43;4;267;239;0;0;0;0;7;0;66;2;71;0;0;6;7;9;46;0;5;43;55;0;9108;3;3;0;1;1320;574;0;1;0;4;28;0;2;2;24;1344;1;0;98;28;12424;29897;2;5;2;0;0;6;0;0;0;0;1;2
19.04.2020;96968;25;7;237;18;0;0;2;89;13;2;35;257;13;5;3;76;5;40;3703;2;1;5;0;22;0;24;0;1915;0;0;24;20;1;0;12;1236;0;0;0;0;99;1303;134;0;1;2;6;27;26;0;3;122;7;185;2;0;140;284;158;4;0;0;25;3;0;0;0;65;11763;0;0;0;4;2952;4;0;37;0;0;1;5;7;3;0;3;3;24;155;5;430;344;0;1579;25;434;5;118;7865;2;91;9;2;14;8;11;5;4;0;4;4;0;6;0;0;24;41;32;0;2;31;0;10;3;0;0;2;571;48;1;0;3;0;78;0;4;0;0;1950;0;11;0;14;15;1;98;4;124;1;74;0;5;275;253;268;421;42;5;276;270;0;0;0;0;7;0;63;1;73;0;0;5;7;11;48;0;7;43;51;0;8709;2;8;0;1;1322;570;0;1;0;4;24;0;2;2;19;1389;1;0;101;27;12773;30409;3;4;3;0;0;4;0;0;0;0;1;2
20.04.2020;97177;26;5;223;18;0;0;2;88;14;2;34;248;12;4;3;82;4;39;3646;1;1;5;0;22;0;22;0;1976;1;0;23;19;1;0;33;1300;0;0;0;0;99;1301;144;0;1;2;6;32;26;0;3;121;7;176;2;0;144;294;168;4;0;0;25;1;0;0;0;67;11640;0;0;0;2;2970;4;0;37;0;0;1;4;6;5;0;3;3;24;161;5;434;384;0;1515;21;452;5;123;7771;2;98;9;2;14;10;13;6;3;0;4;3;0;5;0;0;23;37;34;0;2;28;0;9;3;0;0;2;592;52;1;0;3;0;71;0;4;0;0;1918;0;11;0;10;16;1;96;5;126;1;72;0;3;317;257;266;419;42;4;286;316;0;0;0;0;7;0;63;2;71;0;0;5;6;12;46;0;7;43;50;0;8434;2;8;0;1;1317;575;1;1;0;4;21;0;2;1;19;1443;0;0;104;31;12606;31035;2;4;3;0;0;4;0;0;0;0;2;2
21.04.2020;97265;28;4;211;15;0;0;3;89;16;2;29;242;12;4;3;89;3;38;3595;1;0;3;0;20;0;20;0;2022;1;0;21;21;1;0;33;1367;0;0;0;0;102;1301;143;0;1;4;7;31;27;0;3;118;7;177;2;0;149;316;172;3;0;0;21;1;0;0;0;71;11354;0;0;0;2;2991;4;0;37;0;0;1;4;6;5;0;2;2;24;166;4;476;381;0;1470;18;513;8;120;7589;3;106;11;1;13;10;11;8;3;0;4;2;0;5;0;0;23;34;33;0;2;27;0;9;3;0;0;2;587;51;1;0;3;0;63;0;4;0;0;1884;0;12;1;10;17;1;95;6;138;1;81;0;3;353;265;273;424;42;5;294;358;0;0;0;0;7;0;65;3;67;0;0;5;6;11;44;0;8;46;45;0;8227;2;10;0;1;1295;557;1;1;0;4;21;0;3;0;16;1491;0;0;113;32;12609;31550;2;4;3;0;0;4;0;0;0;0;2;2
22.04.2020;96916;25;4;199;15;0;0;3;91;15;2;29;220;12;3;2;93;2;42;3521;1;0;3;0;22;0;18;0;2074;1;0;22;19;1;0;33;1454;0;0;0;0;104;1299;146;0;1;4;10;30;27;0;3;113;7;167;2;0;147;300;179;3;0;0;22;1;0;0;0;107;10468;0;0;0;1;3018;4;0;40;0;0;1;5;6;6;0;2;3;24;167;4;491;395;0;1425;19;520;9;119;7519;3;105;11;1;13;8;12;10;3;0;7;2;0;5;0;0;23;34;29;0;1;29;0;9;3;0;0;2;716;51;1;0;3;0;55;0;4;0;0;1815;0;13;1;9;19;0;94;6;151;1;82;0;4;377;260;272;417;40;3;301;398;0;0;0;0;6;0;68;3;64;0;0;5;2;12;41;0;8;45;38;0;7919;1;10;0;1;1257;545;1;1;0;7;18;0;3;0;16;1534;0;0;116;34;12728;32168;2;5;4;0;0;3;0;0;0;0;2;2
23.04.2020;96317;26;5;197;14;0;0;3;94;14;2;24;221;12;2;2;100;3;45;3380;1;0;2;0;22;0;17;0;2106;1;0;25;16;1;0;33;1539;0;0;0;0;112;1297;151;0;1;4;11;29;28;0;5;111;5;166;2;0;152;295;161;3;0;0;20;1;0;0;0;109;10471;0;0;0;2;2987;3;0;38;0;0;1;7;5;6;0;1;3;24;159;4;515;395;0;1398;14;534;14;120;7416;2;202;15;1;12;8;11;12;4;0;9;3;0;4;0;0;23;34;26;0;2;28;0;10;2;0;0;2;796;49;1;0;3;0;56;0;2;0;0;1806;0;15;1;11;22;0;89;6;146;1;81;0;4;409;264;267;405;40;4;299;450;0;0;0;0;6;0;73;4;69;0;0;6;4;12;39;0;14;47;36;0;7602;0;11;0;1;1257;511;1;1;0;9;18;0;3;0;15;1564;0;0;122;40;12545;31967;2;5;4;0;0;2;0;0;0;0;2;1
24.04.2020;96226;27;4;172;12;0;0;1;86;16;2;23;213;11;3;3;106;3;44;3264;1;0;1;0;24;0;17;0;2372;1;0;28;17;1;0;39;1637;0;0;0;0;111;1296;146;0;1;3;11;30;28;0;4;101;5;157;1;0;147;288;158;2;1;0;21;1;0;0;0;130;9646;0;1;0;2;2948;3;0;39;0;0;1;8;5;6;0;1;3;24;173;4;519;367;0;1371;14;531;15;107;7268;2;229;16;0;13;7;11;13;3;0;9;3;0;4;1;0;25;31;24;0;2;28;0;14;1;0;0;2;875;51;1;0;3;0;58;0;2;0;0;1781;0;15;1;13;24;0;92;6;171;1;80;0;3;434;259;280;411;36;4;298;479;0;0;0;0;6;0;77;4;73;0;1;6;4;13;36;0;13;57;32;0;7286;0;11;0;1;1256;511;1;1;0;9;17;0;3;0;13;1583;0;0;130;42;12111;33273;2;5;4;0;0;1;0;0;0;0;2;0
25.04.2020;94542;28;4;159;14;0;0;1;85;15;2;25;194;11;3;2;104;2;44;3117;0;0;1;0;24;0;17;0;2614;1;0;29;15;1;0;39;1733;0;0;0;0;109;1293;145;0;1;3;11;30;34;0;4;96;8;156;1;0;141;279;159;2;1;0;22;1;0;0;0;129;9048;0;2;0;2;2956;4;0;40;0;0;1;8;5;6;0;2;3;23;177;3;536;383;0;1342;16;542;17;99;7118;3;240;15;0;15;7;11;14;3;0;10;2;0;4;1;0;23;31;25;0;2;26;0;14;1;0;0;0;988;58;0;0;4;0;51;0;2;0;0;1778;0;14;2;13;25;0;99;7;182;0;80;0;3;465;274;313;445;38;4;295;521;0;0;0;0;6;0;80;5;73;0;3;6;3;15;35;0;15;55;32;0;7059;0;14;0;1;1227;503;1;1;0;7;15;0;3;0;13;1594;0;0;124;48;11999;32240;2;5;5;0;0;1;0;0;0;0;1;1
