date;World;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;Antigua_and_Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bonaire_Sint_Eustatius_and_Saba;Bosnia_and_Herzegovina;Botswana;Brazil;British_Virgin_Islands;Brunei;Bulgaria;Burkina_Faso;Burundi;Cambodia;Cameroon;Canada;Cape_Verde;Cayman_Islands;Central_African_Republic;Chad;Chile;China;Colombia;Comoros;Congo;Costa_Rica;Cote_d_Ivoire;Croatia;Cuba;Curacao;Cyprus;Czech_Republic;Democratic_Republic_of_Congo;Denmark;Djibouti;Dominica;Dominican_Republic;Ecuador;Egypt;El_Salvador;Equatorial_Guinea;Eritrea;Estonia;Ethiopia;Faeroe_Islands;Falkland_Islands;Fiji;Finland;France;French_Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guam;Guatemala;Guernsey;Guinea;Guinea_Bissau;Guyana;Haiti;Honduras;Hungary;Iceland;India;Indonesia;International;Iran;Iraq;Ireland;Isle_of_Man;Israel;Italy;Jamaica;Japan;Jersey;Jordan;Kazakhstan;Kenya;Kosovo;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macedonia;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall_Islands;Mauritania;Mauritius;Mexico;Moldova;Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nepal;Netherlands;New_Caledonia;New_Zealand;Nicaragua;Niger;Nigeria;Northern_Mariana_Islands;Norway;Oman;Pakistan;Palestine;Panama;Papua_New_Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto_Rico;Qatar;Romania;Russia;Rwanda;Saint_Kitts_and_Nevis;Saint_Lucia;Saint_Vincent_and_the_Grenadines;San_Marino;Sao_Tome_and_Principe;Saudi_Arabia;Senegal;Serbia;Seychelles;Sierra_Leone;Singapore;Sint_Maarten_Dutch_part;Slovakia;Slovenia;Solomon_Islands;Somalia;South_Africa;South_Korea;South_Sudan;Spain;Sri_Lanka;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Tanzania;Thailand;Timor;Togo;Trinidad_and_Tobago;Tunisia;Turkey;Turks_and_Caicos_Islands;Uganda;Ukraine;United_Arab_Emirates;United_Kingdom;United_States;United_States_Virgin_Islands;Uruguay;Uzbekistan;Vanuatu;Vatican;Venezuela;Vietnam;Wallis_and_Futuna;Western_Sahara;Yemen;Zambia;Zimbabwe
11.04.2020;564314;286;112;590;162;11;0;6;710;197;24;690;2035;548;18;355;363;22;1630;11211;6;19;13;0;137;0;315;9;10582;0;3;150;160;0;6;294;9614;1;16;3;4;2764;477;1206;0;19;142;262;416;295;3;199;1542;89;2062;109;2;1132;3793;1015;62;2;12;297;30;5;4;4;1154;26338;12;25;0;86;31880;173;32;398;1;2;43;87;86;160;20;17;13;128;632;311;4545;1526;0;17724;507;3816;87;2980;27750;12;3070;80;73;380;67;103;651;195;6;119;115;0;30;13;5;228;611;281;37;6;1013;0;48;157;0;1;132;2989;847;16;2;83;4;740;10;8;2;3;7374;0;211;2;340;115;3;1036;253;2497;111;1301;1;37;4302;1058;2572;5586;347;1563;2284;7768;29;3;2;5;93;0;1766;58;1629;0;6;795;27;265;226;0;16;498;294;0;34824;46;8;0;3;3577;5001;3;25;0;11;540;1;36;9;216;26108;4;5;1131;1996;33244;223595;10;75;397;0;1;31;18;0;0;0;1;2
12.04.2020;554395;285;100;574;156;9;0;6;686;191;28;602;2041;537;18;352;412;17;1832;11319;9;19;13;0;143;0;316;9;10449;0;1;158;182;2;8;265;9419;1;18;2;3;2766;522;1303;0;15;142;288;408;332;3;190;1430;80;1919;136;2;1181;3792;954;56;2;5;286;31;3;4;4;1023;25185;11;28;5;85;28765;194;31;408;1;2;40;92;73;139;20;21;12;125;677;272;4982;1750;0;14286;440;4324;100;2725;27639;14;3477;75;58;420;65;128;675;233;8;121;99;0;38;7;3;282;541;277;31;8;1047;0;64;151;0;1;123;3186;808;15;2;62;3;626;10;10;2;3;7786;0;177;2;371;108;3;810;269;2588;113;1433;1;30;5102;1334;2729;5463;336;1403;2377;8853;18;2;1;5;97;0;1854;59;1756;0;6;1110;27;257;211;0;14;443;275;4;33190;40;9;0;5;3615;4619;9;22;0;11;382;1;35;9;190;28233;4;5;1286;2111;32646;217714;11;63;530;0;1;31;21;0;0;0;1;5
13.04.2020;556655;308;85;594;137;5;0;6;649;206;28;578;1954;514;18;436;533;15;2014;11177;9;13;20;0;147;1;344;7;11039;0;1;144;152;2;8;170;8869;3;14;2;6;2742;567;1291;0;25;141;313;418;349;3;187;1404;80;1805;155;2;1222;3820;995;56;5;5;212;28;3;3;2;1047;24925;12;36;5;83;27625;352;26;379;0;2;23;86;64;129;21;16;12;99;714;215;5085;1968;0;13460;391;4544;101;2715;27415;14;3601;58;44;430;55;197;678;203;8;118;103;0;37;7;2;251;477;345;34;9;1021;1;71;143;0;1;97;3386;798;13;2;58;5;640;11;20;0;3;7736;0;153;4;345;91;3;775;301;2097;51;1412;1;34;5238;1402;2572;5307;422;1375;2436;10381;22;2;1;5;90;0;2077;58;1722;0;4;1223;25;257;208;0;18;518;253;3;32553;44;7;0;5;3739;4198;6;25;0;10;359;1;32;9;154;29887;4;2;1469;2199;32205;219936;9;58;523;0;1;33;19;0;0;0;4;5
14.04.2020;548611;328;90;560;120;3;0;8;644;214;21;522;1746;507;16;605;680;12;2219;9781;11;9;18;0;160;2;333;7;11374;0;1;136;151;2;7;162;9010;3;14;2;14;2710;605;1273;0;25;145;303;428;376;1;197;1237;74;1637;208;1;1339;3782;1117;71;5;3;224;30;1;3;2;888;23686;14;36;5;84;25873;279;20;390;0;2;22;93;54;191;6;16;16;102;695;149;5942;2066;0;12803;347;5283;103;2682;26969;14;3739;48;42;509;50;189;635;202;7;113;91;0;45;8;3;227;449;284;29;11;1024;1;76;100;0;1;80;3701;747;12;1;41;5;643;17;40;0;5;7748;0;129;3;295;105;3;733;442;1852;15;1372;1;46;4958;1272;2521;5204;390;1399;2576;11985;22;1;1;5;79;0;2411;65;1854;0;5;1543;27;235;191;0;18;586;233;3;30460;40;17;0;5;3787;3925;6;20;0;22;355;3;19;8;152;30832;2;2;1783;2314;32102;214398;9;61;601;0;1;30;16;0;0;0;6;8
15.04.2020;548237;347;92;602;114;2;0;8;717;230;18;460;1594;480;13;717;848;10;2420;9826;11;9;18;0;187;2;292;7;11545;0;1;136;144;2;5;170;9163;4;9;2;14;2801;568;1199;0;29;135;277;422;370;1;201;1124;74;1440;242;1;1330;3608;1028;81;25;4;224;30;0;6;1;853;25406;8;45;5;104;24356;349;16;338;0;2;14;100;57;219;7;15;15;107;684;134;6244;2101;0;12288;369;5770;92;2798;26902;42;3843;47;48;563;44;185;612;179;7;109;93;0;45;16;3;190;337;309;23;8;1024;2;88;100;0;1;56;4094;878;10;15;42;5;704;18;52;0;7;7839;0;109;3;292;119;5;703;491;1916;27;1325;0;46;7349;1459;2354;5006;350;1371;2462;13605;29;3;1;4;93;4;2574;62;2018;1;5;1771;12;254;165;0;52;666;207;3;29301;48;18;0;5;3528;3589;10;19;0;29;274;5;12;6;151;31002;2;3;1910;2436;30998;210707;6;66;661;0;1;27;17;0;0;0;6;7
16.04.2020;541966;361;94;588;109;0;0;8;637;238;16;406;1401;431;13;850;1013;12;2662;9861;10;9;42;0;177;2;284;6;12393;0;1;154;128;2;4;125;9090;48;15;1;17;2727;532;1051;0;57;124;270;398;357;0;189;991;84;1279;300;1;1503;3408;945;56;33;2;217;30;0;6;1;750;24158;4;54;5;95;22248;328;11;308;0;2;10;109;42;240;10;18;14;83;672;111;6646;2180;0;11803;213;6323;96;3097;25733;62;3814;47;43;572;46;212;550;186;4;89;83;0;28;27;2;179;339;357;17;8;953;2;89;75;0;1;51;4472;875;10;14;39;2;749;12;52;0;7;7604;0;92;3;242;131;2;667;491;2183;28;1223;0;50;7133;1583;2377;4950;354;1501;2455;15818;26;3;1;4;84;0;2930;70;2207;1;6;2076;17;181;157;0;72;661;190;2;27376;48;18;0;4;3478;3626;14;16;0;63;249;5;11;7;157;31166;3;2;2096;2561;29874;207532;6;67;747;0;0;30;13;0;0;1;9;12
17.04.2020;538986;310;109;602;99;0;0;4;666;264;13;345;1200;357;13;813;1242;9;2718;9297;9;7;35;0;197;2;277;2;12568;0;1;176;100;2;3;125;9333;48;16;1;16;2835;829;1010;0;57;103;244;384;347;0;171;864;72;1244;451;0;1406;3260;974;47;33;2;227;36;0;6;2;764;22513;4;51;5;130;20305;263;10;252;0;2;7;88;43;244;11;20;13;60;573;91;6975;2223;0;11775;202;5878;94;2790;25315;80;3820;40;30;668;50;239;614;191;3;86;81;0;42;25;2;194;329;418;18;8;954;6;112;72;0;0;10;4982;865;7;15;51;2;909;14;58;0;7;7452;0;71;3;199;154;2;631;562;2424;31;1264;5;45;7235;1584;2343;4885;360;1727;2505;17807;25;3;1;0;93;0;3093;85;2451;1;8;2518;7;276;144;0;68;671;185;2;26657;48;18;0;4;3456;3156;14;15;0;69;227;16;8;5;179;31911;3;2;2269;2683;29808;205298;1;69;798;0;0;33;11;0;0;0;9;13
18.04.2020;531628;324;123;657;95;0;0;2;683;281;10;295;1043;349;13;746;1414;8;2798;8356;8;2;35;0;217;2;309;2;14044;0;0;211;109;3;2;213;9739;49;16;1;22;2751;781;966;0;83;91;262;319;359;0;140;817;84;1254;582;0;1506;1289;1050;59;61;1;201;31;0;6;1;720;18576;4;62;5;136;19781;263;6;196;0;0;6;98;34;265;15;23;13;65;524;79;6931;2411;0;11302;203;5891;88;2574;24857;98;3790;26;35;751;57;252;665;167;3;70;59;0;39;25;1;240;257;406;15;8;905;10;103;56;0;0;6;5544;826;2;15;46;2;1116;14;66;0;21;7352;0;59;2;189;188;3;547;585;2693;41;1236;5;69;7592;1802;2424;3550;343;2151;2600;20091;25;2;0;0;91;0;3491;77;2585;1;18;3141;7;334;144;0;95;780;203;1;25943;47;17;0;7;3690;2769;19;15;0;115;182;16;7;5;193;31517;2;2;2259;2785;30242;200604;1;62;826;0;0;52;10;0;0;0;12;13
19.04.2020;535966;353;115;710;82;5;0;2;691;278;4;297;855;315;12;733;1662;7;3071;8047;5;2;36;0;220;2;306;2;15872;0;1;217;81;1;0;196;10040;50;8;1;22;2803;706;912;0;83;78;268;298;366;0;145;752;93;1246;545;0;1576;1765;1093;72;61;1;208;36;0;6;1;776;18031;4;60;0;146;19418;426;4;126;0;0;3;104;30;227;12;18;11;79;506;71;7356;2406;0;10839;164;5830;71;2522;23654;104;3613;47;32;774;71;250;598;177;1;82;53;0;33;24;2;245;267;410;15;5;775;16;111;49;0;0;6;5873;791;2;15;44;2;1140;15;76;0;22;7176;0;49;2;148;224;3;664;634;2955;45;1039;5;68;7572;1659;2386;3698;330;2280;2428;23209;24;2;0;0;99;0;4241;72;2614;1;20;3693;14;361;129;0;114;1006;149;0;21331;55;47;0;5;3827;2502;13;13;0;116;182;16;8;2;181;30162;2;2;2595;2874;30885;205135;2;64;699;0;0;52;6;0;0;0;17;11
20.04.2020;537952;389;116;715;75;5;0;2;727;300;5;290;773;300;13;737;1835;4;3229;7967;4;2;29;0;234;2;262;7;16485;1;2;240;79;1;0;196;10412;51;8;1;18;2875;608;1016;0;90;65;273;271;366;0;134;796;98;1210;632;0;1713;2002;1079;76;58;5;219;37;1;6;1;809;17203;2;52;1;137;18656;476;4;121;0;0;3;133;21;329;11;20;14;80;526;70;8113;2334;0;10525;187;5596;70;2346;22609;124;3496;36;28;774;73;199;681;149;0;76;43;0;41;24;2;264;269;379;15;4;706;32;108;47;0;0;4;6141;810;1;16;36;0;1194;18;70;0;19;7068;0;41;0;119;304;3;653;667;3044;54;1067;5;59;8109;1611;2613;3621;316;2469;2446;27083;21;3;0;0;105;0;4900;87;2688;1;25;4056;17;419;125;0;139;985;137;0;20519;85;47;0;8;3751;2438;14;32;0;138;186;17;8;1;172;29350;2;1;2672;2961;32027;202116;2;63;700;0;0;75;4;0;0;0;18;11
21.04.2020;547359;366;117;735;71;5;0;0;748;334;5;259;740;288;15;546;2145;3;3345;8707;0;19;29;1;244;1;272;7;17151;2;2;244;66;1;0;197;11160;57;13;1;10;2982;546;1125;0;90;50;253;231;361;0;110;855;115;1197;548;0;1797;2599;1143;69;58;5;203;37;1;6;2;804;16581;1;63;1;130;18359;476;4;100;0;0;2;127;20;303;11;19;17;87;586;62;8237;2203;0;10202;196;5005;58;2127;21712;150;3473;32;34;770;73;218;695;160;0;84;45;0;40;25;1;280;266;371;15;1;608;49;123;50;0;0;4;6685;836;1;18;38;0;1283;12;57;0;17;6854;0;35;0;107;322;3;625;695;3500;61;1186;5;49;8806;1527;2659;3929;349;2784;2303;28793;20;3;0;0;106;0;5550;86;2576;1;32;5096;16;404;123;0;212;1028;119;0;20354;86;63;0;9;3775;2327;14;29;0;124;179;18;7;1;158;29931;1;2;2608;3042;32391;205158;3;63;659;0;1;67;1;0;0;0;20;8
22.04.2020;557695;378;134;741;58;5;0;1;700;362;5;231;599;283;16;445;2370;2;3442;8417;0;19;41;1;212;2;267;7;17817;2;2;262;72;1;0;308;11367;56;12;3;11;2915;512;1170;0;91;51;290;204;371;0;89;900;105;1184;582;0;1758;2795;1140;66;38;4;179;32;1;1;2;853;13751;2;81;1;108;18110;406;4;231;0;0;1;136;16;325;10;19;18;91;589;58;8546;2296;0;9925;202;4561;65;1896;21469;128;3396;38;28;758;65;209;725;163;0;91;36;0;42;16;1;300;311;323;13;2;495;64;114;45;0;0;4;7204;680;1;5;30;0;1321;11;47;0;26;6715;0;34;1;85;409;1;600;598;3761;42;1247;5;52;7534;1376;2654;3931;329;3105;2363;31661;16;1;0;0;104;0;6262;113;2425;0;39;5873;16;364;120;0;226;1050;103;0;18242;77;75;0;9;4003;2228;13;30;0;201;168;17;9;2;154;30480;1;3;2753;3116;33067;215525;3;60;527;0;1;92;0;0;0;0;20;11
23.04.2020;545480;392;140;750;50;5;0;1;844;364;7;196;554;265;17;334;2541;1;3553;7562;0;19;18;2;231;2;267;9;17437;2;2;277;67;6;0;308;11815;18;6;5;7;3023;474;1251;0;69;55;298;209;375;0;75;833;110;1231;539;0;1686;2992;985;78;32;4;157;31;1;1;2;892;12945;2;79;1;110;17596;513;2;216;0;1;2;146;20;357;7;12;21;93;632;58;9013;2282;0;9607;187;4124;53;2091;22172;127;3190;38;27;860;78;194;843;165;0;95;24;0;42;11;1;307;281;285;11;7;460;64;145;32;0;0;5;7595;729;1;5;27;0;1353;12;53;0;29;6689;0;28;1;78;466;1;573;704;3244;44;1241;6;39;7775;1257;2587;3891;278;3430;2494;33509;17;1;0;1;96;3;6910;128;2241;0;48;6442;16;381;105;0;206;1129;89;0;17338;93;108;0;15;4121;1850;9;31;0;197;167;17;7;1;121;29282;0;6;2828;3164;33501;202965;3;56;414;0;1;91;0;0;0;0;26;5
